180,151,40,30
217,180,30,40
176,216,40,30
150,176,30,40
175,84,40,30
282,176,30,40
183,282,40,30
84,181,30,40
308,22,40,30
344,51,30,40
346,307,30,40
307,343,40,30
45,348,40,30
21,307,30,40
22,44,30,40
49,22,40,30
361,9,15,20
350,372,15,20
22,371,15,20
24,5,15,20
