181,152,40,30
218,180,30,40
178,217,40,30
151,178,30,40
175,86,40,30
283,175,30,40
186,283,40,30
86,184,30,40
306,21,40,30
342,50,30,40
349,305,30,40
311,341,40,30
50,351,40,30
25,311,30,40
21,49,30,40
48,26,40,30
355,7,15,20
359,369,15,20
27,374,15,20
28,10,15,20
